cve_id,matched_keyword,published,cvss_score,cvss_vector,cvss_version,cvss_source,reference_count,sample_cpe,description,nvd_url,tier,package,installed_version,expected_vulnerable,source_advisory_url,notes
CVE-2023-25173,containerd,16-02-2023,5.3,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,cvssMetricV31,security-advisories@github.com,24,cpe:2.3:a:linuxfoundation:containerd:*:*:*:*:*:*:*:*,containerd is an open source container runtime. A bug was found in containerd prior to versions 1.6.18 and 1.5.18 where supplementary groups are not set up properly inside a container. If an attacker has direct access to a container and manipulates t,https://nvd.nist.gov/vuln/detail/CVE-2023-25173,easy(suggested),,,,,
CVE-2014-6421,rtp,20-09-2014,5,AV:N/AC:L/Au:N/C:N/I:N/A:P,cvssMetricV2,nvd@nist.gov,24,cpe:2.3:a:wireshark:wireshark:1.10.0:*:*:*:*:*:*:*,Use-after-free vulnerability in the SDP dissector in Wireshark 1.10.x before 1.10.10 allows remote attackers to cause a denial of service (application crash) via a crafted packet that leverages split memory ownership between the SDP and RTP dissector,https://nvd.nist.gov/vuln/detail/CVE-2014-6421,easy(suggested),,,,,
CVE-2014-0101,sctp,11-03-2014,7.8,AV:N/AC:L/Au:N/C:N/I:N/A:C,cvssMetricV2,nvd@nist.gov,24,cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*,"The sctp_sf_do_5_1D_ce function in net/sctp/sm_statefuns.c in the Linux kernel through 3.13.6 does not validate certain auth_enable and auth_capable fields before making an sctp_sf_authenticate call, which allows remote attackers to cause a denial of",https://nvd.nist.gov/vuln/detail/CVE-2014-0101,easy(suggested),,,,,
CVE-2016-0742,nginx,15-02-2016,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,22,cpe:2.3:a:f5:nginx:*:*:*:*:*:*:*:*,The resolver in nginx before 1.8.1 and 1.9.x before 1.9.10 allows remote attackers to cause a denial of service (invalid pointer dereference and worker process crash) via a crafted UDP DNS response.,https://nvd.nist.gov/vuln/detail/CVE-2016-0742,easy(suggested),,,,,
CVE-2016-0746,nginx,15-02-2016,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,22,cpe:2.3:a:f5:nginx:*:*:*:*:*:*:*:*,Use-after-free vulnerability in the resolver in nginx 0.6.18 through 1.8.0 and 1.9.x before 1.9.10 allows remote attackers to cause a denial of service (worker process crash) or possibly have unspecified other impact via a crafted DNS response relate,https://nvd.nist.gov/vuln/detail/CVE-2016-0746,easy(suggested),,,,,
CVE-2016-0747,nginx,15-02-2016,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,cvssMetricV31,nvd@nist.gov,22,cpe:2.3:a:f5:nginx:*:*:*:*:*:*:*:*,"The resolver in nginx before 1.8.1 and 1.9.x before 1.9.10 does not properly limit CNAME resolution, which allows remote attackers to cause a denial of service (worker process resource consumption) via vectors related to arbitrary name resolution.",https://nvd.nist.gov/vuln/detail/CVE-2016-0747,easy(suggested),,,,,
CVE-2018-16844,nginx,07-11-2018,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,22,cpe:2.3:a:f5:nginx:*:*:*:*:*:*:*:*,nginx before versions 1.15.6 and 1.14.1 has a vulnerability in the implementation of HTTP/2 that can allow for excessive CPU usage. This issue affects nginx compiled with the ngx_http_v2_module (not compiled by default) if the 'http2' option of the ',https://nvd.nist.gov/vuln/detail/CVE-2018-16844,easy(suggested),,,,,
CVE-2022-23648,containerd,03-03-2022,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,cvssMetricV31,security-advisories@github.com,22,cpe:2.3:a:linuxfoundation:containerd:*:*:*:*:*:*:*:*,"containerd is a container runtime available as a daemon for Linux and Windows. A bug was found in containerd prior to versions 1.6.1, 1.5.10, and 1.14.12 where containers launched through containerd’s CRI implementation on Linux with a specially-craf",https://nvd.nist.gov/vuln/detail/CVE-2022-23648,easy(suggested),,,,,
CVE-2018-5130,rtp,11-06-2018,8.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,22,cpe:2.3:o:debian:debian_linux:7.0:*:*:*:*:*:*:*,"When packets with a mismatched RTP payload type are sent in WebRTC connections, in some circumstances a potentially exploitable crash is triggered. This vulnerability affects Firefox ESR < 52.7 and Firefox < 59.",https://nvd.nist.gov/vuln/detail/CVE-2018-5130,easy(suggested),,,,,
CVE-2019-1002101,kubernetes,01-04-2019,6.4,CVSS:3.0/AV:N/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:H,cvssMetricV30,josh@bress.net,21,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"The kubectl cp command allows copying files between containers and the user machine. To copy files from a container, Kubernetes creates a tar inside the container, copies it over the network, and kubectl unpacks it on the user’s machine. If the tar b",https://nvd.nist.gov/vuln/detail/CVE-2019-1002101,easy(suggested),,,,,
CVE-2024-27396,gtp,14-05-2024,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,cvssMetricV31,416baaa9-dc9f-4396-8d5f-8c081fb06d67,20,cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*,"In the Linux kernel, the following vulnerability has been resolved:

net: gtp: Fix Use-After-Free in gtp_dellink

Since call_rcu, which is called in the hlist_for_each_entry_rcu traversal
of gtp_dellink, is not part of the RCU read critical section, ",https://nvd.nist.gov/vuln/detail/CVE-2024-27396,easy(suggested),,,,,
CVE-2023-1260,kube-apiserver,24-09-2023,8,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H,cvssMetricV31,secalert@redhat.com,18,cpe:2.3:a:kubernetes:kube-apiserver:-:*:*:*:*:*:*:*,"An authentication bypass vulnerability was discovered in kube-apiserver. This issue could allow a remote, authenticated attacker who has been given permissions ""update, patch"" the ""pods/ephemeralcontainers"" subresource beyond what the default is. The",https://nvd.nist.gov/vuln/detail/CVE-2023-1260,easy(suggested),,,,,
CVE-2019-7314,rtp,04-02-2019,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,cvssMetricV30,nvd@nist.gov,18,cpe:2.3:a:live555:streaming_media:*:*:*:*:*:*:*:*,"liblivemedia in Live555 before 2019.02.03 mishandles the termination of an RTSP stream after RTP/RTCP-over-RTSP has been set up, which could lead to a Use-After-Free error that causes the RTSP server to crash (Segmentation fault) or possibly have uns",https://nvd.nist.gov/vuln/detail/CVE-2019-7314,easy(suggested),,,,,
CVE-2014-5163,gtp,01-08-2014,5,AV:N/AC:L/Au:N/C:N/I:N/A:P,cvssMetricV2,nvd@nist.gov,18,cpe:2.3:a:wireshark:wireshark:1.10.0:*:*:*:*:*:*:*,"The APN decode functionality in (1) epan/dissectors/packet-gtp.c and (2) epan/dissectors/packet-gsm_a_gm.c in the GTP and GSM Management dissectors in Wireshark 1.10.x before 1.10.9 does not completely initialize a certain buffer, which allows remote",https://nvd.nist.gov/vuln/detail/CVE-2014-5163,easy(suggested),,,,,
CVE-2024-26754,gtp,03-04-2024,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,18,cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*,"In the Linux kernel, the following vulnerability has been resolved:

gtp: fix use-after-free and null-ptr-deref in gtp_genl_dump_pdp()

The gtp_net_ops pernet operations structure for the subsystem must be
registered before registering the generic ne",https://nvd.nist.gov/vuln/detail/CVE-2024-26754,easy(suggested),,,,,
CVE-2024-26793,gtp,04-04-2024,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,cvssMetricV31,416baaa9-dc9f-4396-8d5f-8c081fb06d67,18,cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*,"In the Linux kernel, the following vulnerability has been resolved:

gtp: fix use-after-free and null-ptr-deref in gtp_newlink()

The gtp_link_ops operations structure for the subsystem must be
registered after registering the gtp_net_ops pernet oper",https://nvd.nist.gov/vuln/detail/CVE-2024-26793,easy(suggested),,,,,
CVE-2020-9431,lte,27-02-2020,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,18,cpe:2.3:a:wireshark:wireshark:*:*:*:*:*:*:*:*,"In Wireshark 3.2.0 to 3.2.1, 3.0.0 to 3.0.8, and 2.6.0 to 2.6.14, the LTE RRC dissector could leak memory. This was addressed in epan/dissectors/packet-lte-rrc.c by adjusting certain append operations.",https://nvd.nist.gov/vuln/detail/CVE-2020-9431,easy(suggested),,,,,
CVE-2019-11249,kubernetes,29-08-2019,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,cvssMetricV31,nvd@nist.gov,16,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"The kubectl cp command allows copying files between containers and the user machine. To copy files from a container, Kubernetes runs tar inside the container to create a tar archive, copies it over the network, and kubectl unpacks it on the user’s ma",https://nvd.nist.gov/vuln/detail/CVE-2019-11249,easy(suggested),,,,,
CVE-2021-21334,containerd,10-03-2021,6.3,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:N/A:N,cvssMetricV31,security-advisories@github.com,16,cpe:2.3:a:linuxfoundation:containerd:*:*:*:*:*:*:*:*,"In containerd (an industry-standard container runtime) before versions 1.3.10 and 1.4.4, containers launched through containerd's CRI implementation (through Kubernetes, crictl, or any other pod/container client that uses the containerd CRI service) ",https://nvd.nist.gov/vuln/detail/CVE-2021-21334,easy(suggested),,,,,
CVE-2020-8619,bind9,17-06-2020,4.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,security-officer@isc.org,16,cpe:2.3:a:isc:bind:*:*:*:*:*:*:*:*,"In ISC BIND9 versions BIND 9.11.14 -> 9.11.19, BIND 9.14.9 -> 9.14.12, BIND 9.16.0 -> 9.16.3, BIND Supported Preview Edition 9.11.14-S1 -> 9.11.19-S1: Unless a nameserver is providing authoritative service for one or more zones and at least one zone ",https://nvd.nist.gov/vuln/detail/CVE-2020-8619,easy(suggested),,,,,
CVE-2016-4450,nginx,07-06-2016,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,14,cpe:2.3:o:canonical:ubuntu_linux:14.04:*:*:*:esm:*:*:*,"os/unix/ngx_files.c in nginx before 1.10.1 and 1.11.x before 1.11.1 allows remote attackers to cause a denial of service (NULL pointer dereference and worker process crash) via a crafted request, involving writing a client request body to a temporary",https://nvd.nist.gov/vuln/detail/CVE-2016-4450,easy(suggested),,,,,
CVE-2017-7529,nginx,13-07-2017,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,cvssMetricV31,nvd@nist.gov,14,cpe:2.3:a:f5:nginx:*:*:*:*:*:*:*:*,Nginx versions since 0.5.6 up to and including 1.13.2 are vulnerable to integer overflow vulnerability in nginx range filter module resulting into leak of potentially sensitive information triggered by specially crafted request.,https://nvd.nist.gov/vuln/detail/CVE-2017-7529,easy(suggested),,,,,
CVE-2019-11247,kubernetes,29-08-2019,8.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,cvssMetricV31,nvd@nist.gov,14,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,The Kubernetes kube-apiserver mistakenly allows access to a cluster-scoped custom resource if the request is made as if the resource were namespaced. Authorizations for the resource accessed in this manner are enforced using roles and role bindings w,https://nvd.nist.gov/vuln/detail/CVE-2019-11247,easy(suggested),,,,,
CVE-2021-41103,containerd,04-10-2021,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,cvssMetricV31,nvd@nist.gov,14,cpe:2.3:a:linuxfoundation:containerd:*:*:*:*:*:*:*:*,"containerd is an open source container runtime with an emphasis on simplicity, robustness and portability. A bug was found in containerd where container root directories and some plugins had insufficiently restricted permissions, allowing otherwise u",https://nvd.nist.gov/vuln/detail/CVE-2021-41103,easy(suggested),,,,,
CVE-2022-24778,containerd,25-03-2022,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,cvssMetricV31,security-advisories@github.com,14,cpe:2.3:a:linuxfoundation:imgcrypt:*:*:*:*:*:*:*:*,The imgcrypt library provides API exensions for containerd to support encrypted container images and implements the ctd-decoder command line tool for use by containerd to decrypt encrypted container images. The imgcrypt function `CheckAuthorization` ,https://nvd.nist.gov/vuln/detail/CVE-2022-24778,easy(suggested),,,,,
CVE-2022-31030,containerd,09-06-2022,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,security-advisories@github.com,14,cpe:2.3:a:linuxfoundation:containerd:*:*:*:*:*:*:*:*,containerd is an open source container runtime. A bug was found in the containerd's CRI implementation where programs inside a container can cause the containerd daemon to consume memory without bound during invocation of the `ExecSync` API. This can,https://nvd.nist.gov/vuln/detail/CVE-2022-31030,easy(suggested),,,,,
CVE-2019-5892,frr,10-01-2019,6.5,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,cvssMetricV30,nvd@nist.gov,14,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,"bgpd in FRRouting FRR (aka Free Range Routing) 2.x and 3.x before 3.0.4, 4.x before 4.0.1, 5.x before 5.0.2, and 6.x before 6.0.2 (not affecting Cumulus Linux or VyOS), when ENABLE_BGP_VNC is used for Virtual Network Control, allows remote attackers ",https://nvd.nist.gov/vuln/detail/CVE-2019-5892,easy(suggested),,,,,
CVE-2022-36440,frr,03-04-2023,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,14,cpe:2.3:a:frrouting:frrouting:8.3:-:*:*:*:*:*:*,"A reachable assertion was found in Frrouting frr-bgpd 8.3.0 in the peek_for_as4_capability function. Attackers can maliciously construct BGP open packets and send them to BGP peers running frr-bgpd, resulting in DoS.",https://nvd.nist.gov/vuln/detail/CVE-2022-36440,easy(suggested),,,,,
CVE-2023-38802,frr,29-08-2023,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,14,cpe:2.3:a:frrouting:frrouting:*:*:*:*:*:*:*:*,FRRouting FRR 7.5.1 through 9.0 and Pica8 PICOS 4.3.3.2 allow a remote attacker to cause a denial of service via a crafted BGP update with a corrupted attribute 23 (Tunnel Encapsulation).,https://nvd.nist.gov/vuln/detail/CVE-2023-38802,easy(suggested),,,,,
CVE-2017-14099,rtp,02-09-2017,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,cvssMetricV30,nvd@nist.gov,14,cpe:2.3:a:digium:asterisk:13.0.0:*:*:*:lts:*:*:*,"In res/res_rtp_asterisk.c in Asterisk 11.x before 11.25.2, 13.x before 13.17.1, and 14.x before 14.6.1 and Certified Asterisk 11.x before 11.6-cert17 and 13.x before 13.13-cert5, unauthorized data disclosure (media takeover in the RTP stack) is possi",https://nvd.nist.gov/vuln/detail/CVE-2017-14099,easy(suggested),,,,,
CVE-2015-8725,diameter,04-01-2016,5.5,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,cvssMetricV30,nvd@nist.gov,14,cpe:2.3:a:wireshark:wireshark:1.12.0:*:*:*:*:*:*:*,"The dissect_diameter_base_framed_ipv6_prefix function in epan/dissectors/packet-diameter.c in the DIAMETER dissector in Wireshark 1.12.x before 1.12.9 and 2.0.x before 2.0.1 does not validate the IPv6 prefix length, which allows remote attackers to c",https://nvd.nist.gov/vuln/detail/CVE-2015-8725,easy(suggested),,,,,
CVE-2014-1612,voip,30-01-2014,4.3,AV:N/AC:M/Au:N/C:N/I:P/A:N,cvssMetricV2,nvd@nist.gov,14,cpe:2.3:a:media5:mediatrix_voip_gateway_4402_firmware:dgw_1.1.13.186:*:*:*:*:*:*:*,Cross-site scripting (XSS) vulnerability in login.esp in the Web Management Interface in Media5 Mediatrix 4402 VoIP Gateway with firmware Dgw 1.1.13.186 and earlier allows remote attackers to inject arbitrary web script or HTML via the username param,https://nvd.nist.gov/vuln/detail/CVE-2014-1612,easy(suggested),,,,,
CVE-2021-47267,5g,21-05-2024,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,cvssMetricV31,134c704f-9b21-4f2e-91b3-4a467353bcc0,14,cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*,"In the Linux kernel, the following vulnerability has been resolved:

usb: fix various gadget panics on 10gbps cabling

usb_assign_descriptors() is called with 5 parameters,
the last 4 of which are the usb_descriptor_header for:
  full-speed (USB1.1 -",https://nvd.nist.gov/vuln/detail/CVE-2021-47267,easy(suggested),,,,,
CVE-2021-47270,5g,21-05-2024,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,14,cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*,"In the Linux kernel, the following vulnerability has been resolved:

usb: fix various gadgets null ptr deref on 10gbps cabling.

This avoids a null pointer dereference in
f_{ecm,eem,hid,loopback,printer,rndis,serial,sourcesink,subset,tcm}
by simply r",https://nvd.nist.gov/vuln/detail/CVE-2021-47270,easy(suggested),,,,,
CVE-2023-26075,5g,10-03-2023,7.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:H,cvssMetricV31,cve@mitre.org,13,cpe:2.3:o:samsung:exynos_850_firmware:-:*:*:*:*:*:*:*,"An issue was discovered in Samsung Mobile Chipset and Baseband Modem Chipset for Exynos 850, Exynos 980, Exynos 1080, Exynos 1280, Exynos 2200, Exynos Modem 5123, Exynos Modem 5300, and Exynos Auto T5123. An intra-object overflow in the 5G MM message",https://nvd.nist.gov/vuln/detail/CVE-2023-26075,easy(suggested),,,,,
CVE-2023-26072,5g,13-03-2023,7.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:H,cvssMetricV31,cve@mitre.org,13,cpe:2.3:o:samsung:exynos_850_firmware:-:*:*:*:*:*:*:*,"An issue was discovered in Samsung Mobile Chipset and Baseband Modem Chipset for Exynos 850, Exynos 980, Exynos 1080, Exynos 1280, Exynos 2200, Exynos Modem 5123, Exynos Modem 5300, and Exynos Auto T5123. A heap-based buffer overflow in the 5G MM mes",https://nvd.nist.gov/vuln/detail/CVE-2023-26072,easy(suggested),,,,,
CVE-2023-26074,5g,13-03-2023,7.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:H,cvssMetricV31,cve@mitre.org,13,cpe:2.3:o:samsung:exynos_850_firmware:-:*:*:*:*:*:*:*,"An issue was discovered in Samsung Mobile Chipset and Baseband Modem Chipset for Exynos 850, Exynos 980, Exynos 1080, Exynos 1280, Exynos 2200, Exynos Modem 5123, Exynos Modem 5300, and Exynos Auto T5123.. A heap-based buffer overflow in the 5G MM me",https://nvd.nist.gov/vuln/detail/CVE-2023-26074,easy(suggested),,,,,
CVE-2023-26073,5g,13-03-2023,7.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:H,cvssMetricV31,cve@mitre.org,13,cpe:2.3:o:samsung:exynos_850_firmware:-:*:*:*:*:*:*:*,"An issue was discovered in Samsung Mobile Chipset and Baseband Modem Chipset for Exynos 850, Exynos 980, Exynos 1080, Exynos 1280, Exynos 2200, Exynos Modem 5123, Exynos Modem 5300, and Exynos Auto T5123. A heap-based buffer overflow in the 5G MM mes",https://nvd.nist.gov/vuln/detail/CVE-2023-26073,easy(suggested),,,,,
CVE-2018-18264,kubernetes,03-01-2019,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,cvssMetricV30,nvd@nist.gov,12,cpe:2.3:a:kubernetes:dashboard:*:*:*:*:*:*:*:*,Kubernetes Dashboard before 1.10.1 allows attackers to bypass authentication and use Dashboard's Service Account for reading secrets within the cluster.,https://nvd.nist.gov/vuln/detail/CVE-2018-18264,easy(suggested),,,,,
CVE-2019-1002100,kubernetes,01-04-2019,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,nvd@nist.gov,12,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"In all Kubernetes versions prior to v1.11.8, v1.12.6, and v1.13.4, users that are authorized to make patch requests to the Kubernetes API Server can send a specially crafted patch of type ""json-patch"" (e.g. `kubectl patch --type json` or `""Content-Ty",https://nvd.nist.gov/vuln/detail/CVE-2019-1002100,easy(suggested),,,,,
CVE-2019-11244,kubernetes,22-04-2019,5,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:N/I:H/A:N,cvssMetricV31,nvd@nist.gov,12,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"In Kubernetes v1.8.x-v1.14.x, schema info is cached by kubectl in the location specified by --cache-dir (defaulting to $HOME/.kube/http-cache), written with world-writeable permissions (rw-rw-rw-). If --cache-dir is specified and pointed at a differe",https://nvd.nist.gov/vuln/detail/CVE-2019-11244,easy(suggested),,,,,
CVE-2019-11253,kubernetes,17-10-2019,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,cvssMetricV31,jordan@liggitt.net,12,cpe:2.3:a:kubernetes:kubernetes:*:*:*:*:*:*:*:*,"Improper input validation in the Kubernetes API server in versions v1.0-1.12 and versions prior to v1.13.12, v1.14.8, v1.15.5, and v1.16.2 allows authorized users to send malicious YAML or JSON payloads, causing the API server to consume excessive CP",https://nvd.nist.gov/vuln/detail/CVE-2019-11253,easy(suggested),,,,,
